product.id;product.external_id;product.tiny_name;product.base_id;klass.name;klass.name_ru;klass.name_en;klass.name_es;klass.name_tr;product.size_name;package_type.code;klass.is_other;product.is_active;brand_owner.name;product_category.name;brand.name;subbrand.name;subbrand.name_ru;subbrand.name_en;subbrand.name_es;subbrand.name_tr;product.width;product.height;product.barcode;product.miniature_product;product.packing_size;product.external_base_id;product.name_client;klass.miniature;legacy.confirmedBoxes;legacy.unConfirmedBoxes;dset.confirmedBoxes;dset.unConfirmedBoxes;product.is_used_in_price_algorithm;product.created_at;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19b6666c5a-8753;;PerOvB1.0;;"ТМ ""Первак"" Другая водка";;;;;1.0;gb;1;0;ТДМ;Водка_bel;"ТМ ""Первак""";Другая водка;;;;;сен.50;27.00;;;1;;;;2;2;0;0;1;06.11.2018 13:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19b8c000e0-3022;;PerOvB0.1;;"ТМ ""Первак"" Другая водка";;;;;0.1;gb;1;0;ТДМ;Водка_bel;"ТМ ""Первак""";Другая водка;;;;;апр.30;17.20;;;1;;;;1;1;1;0;1;06.11.2018 13:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19bccafa52-9930;;TseCKB1.0;;Цельсий Классик;;;;;1.0;gb;1;0;Баядера;Водка_bel;Цельсий;Классик;;;;;9.00;33.00;;;1;;;6d3f94f81ee73075bad54f40427eae45.jpg;7;0;0;0;1;06.11.2018 13:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19c2d9a06a-6433;;MykTrB0.25;;Мякуш Традиционный;;;;;0.25;gb;1;0;ТМ Мякуш;Водка_bel;Мякуш;Традиционный;;;;;6.00;17.00;;;1;;;4820013032104.jpg;4;0;0;0;1;06.11.2018 13:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19ddf7bcff-4679;;VozSlB0.5;;Воздух Суперлегкий;;;;;0.5;gb;1;0;Баядера;Водка_bel;Воздух;Суперлегкий;;;;;июн.50;22.50;;;1;;;901e33ed329cc49cccf48c2baa534a5b.jpeg;11;0;0;0;1;06.11.2018 13:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19e3c84d75-2646;;VozSlB0.25;;Воздух Суперлегкий;;;;;0.25;gb;1;0;Баядера;Водка_bel;Воздух;Суперлегкий;;;;;май.50;16.00;;;1;;;901e33ed329cc49cccf48c2baa534a5b.jpeg;0;0;0;0;1;06.11.2018 13:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19e5de0d44-9251;;VozSlB0.7;;Воздух Суперлегкий;;;;;0.7;gb;1;0;Баядера;Водка_bel;Воздух;Суперлегкий;;;;;июл.40;26.80;;;1;;;901e33ed329cc49cccf48c2baa534a5b.jpeg;0;0;0;0;1;06.11.2018 13:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19e80890da-3592;;VozSlB1.0;;Воздух Суперлегкий;;;;;1.0;gb;1;0;Баядера;Водка_bel;Воздух;Суперлегкий;;;;;8.00;32.00;;;1;;;901e33ed329cc49cccf48c2baa534a5b.jpeg;0;0;0;0;1;06.11.2018 14:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19f0709839-1959;;HlDLsB0.1;;Хлебный Дар Классическая 40% 0,2;;;;;0.1;gb;1;0;Баядера;Водка_bel;Хлебный Дар;Классическая 40% 0,2;;;;;апр.50;15.00;;;1;;;df3036938b8ecd289714746071eb8350.jpg;4;0;2;0;1;06.11.2018 14:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be19f444693d-5791;;HlDUEB0.7;;Хлебный Дар Украинськая по-европейски 37,5%;;;;;0.7;gb;1;0;Баядера;Водка_bel;Хлебный Дар;Украинская по-европейски 37,5%;;;;;сен.40;29.50;;;1;;;33ebb2643a1148545f672a0a6b540e83.jpg;22;0;0;0;1;06.11.2018 14:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be41d283dd17-5928;;BacBcB0.7;;Bacardi 4;;;;;0.7;gb;1;0;Bacardi RUS;Ром_bel;Bacardi;4;;;;;авг.50;24.00;;;1;;;038defeb6ab6c3e3035f45318835757e.png;370;3;18;2;1;08.11.2018 11:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be4896b4fae2-8014;;KobKsB0.5;;Коблево Классик 4*;;;;;0.5;gb;1;0;Баядера;Коньяк_bel;Коблево;Классик 4*;;;;;авг.60;21.30;;85d20e87b3005d88d7b310a4f185aee1.jpg;1;;;1c444fb7276acc05e0a0e0a14876a1db.jpg;87;0;0;0;1;08.11.2018 19:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be48a100d1b0-3111;;KobKbB0.5;;Коблево Классик 5*;;;;;0.5;gb;1;0;Баядера;Коньяк_bel;Коблево;Классик 5*;;;;;авг.60;21.30;;6d1ff273e988977e9d6a25d80fca47c1.jpg;1;;;01496781c8073a7c75925c2f24a7416e.jpg;82;1;0;0;1;08.11.2018 19:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be48b56c3751-6766;;KobKLB0.5;;Коблево Классик 3*;;;;;0.5;gb;1;0;Баядера;Коньяк_bel;Коблево;Классик 3*;;;;;авг.60;21.30;;1a6c4aebcd8ae1d1cbe91f073fcffcb0.jpg;1;;;b17f689e45635541c42055f9cec291f2.jpg;150;3;0;0;1;08.11.2018 19:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be48dae9f7cb-8205;;KobKsB0.5;;Коблево классик бренди;;;;;0.5;gb;1;0;Баядера;Джины и др._bel;Коблево;классик бренди;;;;;авг.60;21.30;;206984af5983be8fedbb151fddf40c1f.jpg;1;;;5a9ef14c7bc7ec5292d357d073ce15db.jpg;72;5;0;0;1;08.11.2018 19:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be529f81138f-5329;;KobKLB0.25;;Коблево Классик 3* 0,25;;;;;0.25;gb;1;0;Баядера;Коньяк_bel;Коблево;Классик 3* 0,25;;;;;июн.70;19.40;;cc8f00d20066c3f820463be989f24f57.jpg;1;;;cf7daff8f387b8505e596c721dbdd975.jpg;134;1;0;0;1;09.11.2018 6:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be52a4384d73-2556;;KobKLB0.1;;Коблево Классик 3* 0,25;;;;;0.1;gb;1;0;Баядера;Коньяк_bel;Коблево;Классик 3* 0,25;;;;;5.00;15.00;;8e47bf49d4c2241d2121381999991a42.jpg;1;;;cf7daff8f387b8505e596c721dbdd975.jpg;2;2;0;0;1;09.11.2018 6:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be52dd648fc1-7555;;KobKsB0.25;;Коблево Классик 5* 0,25;;;;;0.25;gb;1;0;Баядера;Коньяк_bel;Коблево;Классик 5* 0,25;;;;;июн.70;19.40;;6ec67fc996b379efb283495246f701ea.jpg;1;;;55955aff1cf2dde6eb1827a737f78076.jpg;86;2;0;0;1;09.11.2018 6:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be52e5b290e3-7728;;KobKsB0.1;;Коблево Классик 5* 0,25;;;;;0.1;gb;1;0;Баядера;Коньяк_bel;Коблево;Классик 5* 0,25;;;;;5.00;15.00;;731bb431246e8339b38e6f47e245e5b6.jpg;1;;;55955aff1cf2dde6eb1827a737f78076.jpg;1;0;0;0;1;09.11.2018 6:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be5307a8277d-8842;;KobKKB0.25;;Коблево классик бренди 0,25;;;;;0.25;gb;1;0;Баядера;Джины и др._bel;Коблево;Коблево классик бренди 0,25;;;;;июн.70;19.40;;64c39d053c40f5a52bbdc966c8e99d15.jpg;1;;;d6f08d4565261b1353f0da08e9ff3fcc.jpg;66;3;0;0;1;09.11.2018 7:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5be530ad958c5-9012;;KobKKB0.1;;Коблево классик бренди 0,25;;;;;0.1;gb;1;0;Баядера;Джины и др._bel;Коблево;Коблево классик бренди 0,25;;;;;5.00;15.00;;e68039dfa5fdaacec1a03e8c933276b1.jpg;1;;;d6f08d4565261b1353f0da08e9ff3fcc.jpg;1;1;0;0;1;09.11.2018 7:01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beac0f676d4a-2134;;TunNnB0.05;;Тундра Водка Nordic Nature;;Водка Тундра Нордик Нейче;;;0.05;gb;1;0;Татспиртпром ГК;Водка_bel;Тундра;Nordic Nature;;;;;04.окт;10.00;;28d265f4b23eb1c14e945f1699356edb.jpg;1;;;113df45d368d356f6550ff31eb94d969.jpg;0;1;0;0;1;13.11.2018 12:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beac26e3bb2a-7238;;POzsmB0.1;;Пять Озер Серебряная 40% (мал бут);"Водка ""Пять Озер Серебряная"" 40% (мал бут)";"Водка ""Пять Озер Серебряная"" 40% (мал бут)";;;0.1;gb;1;0;АСГ;Водка_bel;Пять Озер;Серебряная 40% (мал бут);;;;;июн.50;13.окт;4,60173E+12;a961d21475b533edcec09835074755e7.jpg;1;;;25fd38f81ccaaa4e7ec76e47d7bce41b.jpg;47;1;1;24;1;13.11.2018 12:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beac34dc8904-7185;;CMa__B0.25;;Clan MacGregor;;Виски Клан МакГрегор;;;0.25;gb;0;0;Beluga;Виски_bel;Clan MacGregor;_;;;;;июл.60;16.00;;177840d31315018a06a3a81dab50aa3d.jpg;1;;;f706ba91c5465d86280bbf93f2a90f8c.jpg;0;9;0;3;1;13.11.2018 12:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beac46b08b12-6870;1,17005E+14;ZReZrB0.1;;Золотой резерв 5;;Коньяк Золотой Резерв;;;0.1;gb;0;1;Beluga;Коньяк_bel;Золотой резерв;0.1;;;;;апр.20;15.20;4,60703E+12;d3342e251db84029e750667c80de6abb.png;1;;;091970c7ca304e0b68d0f4b420271b89.png;65;4;0;1;1;13.11.2018 12:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bedd8b2d4ac9-9004;;VozAlB0.25;;Воздух Альфа;;;;;0.25;gb;1;0;Баядера;Водка_bel;Воздух;Альфа;;;;;май.50;16.00;;a7d08a69e2120970a8154d112abd809e.jpg;1;;;dcca01d4ac36ac826d92d0882d30145f.jpg;5;0;0;0;1;15.11.2018 20:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bedd8e5c7955-1896;;VozSKB0.25;;Воздух Легкая Айс 40%;;;;;0.25;gb;1;0;Баядера;Водка_bel;Воздух;СКАЙ;;;;;май.50;16.00;;1264aa49611c40ae7db7910b4eb03edd.jpg;1;;;018f455134f85311cf0c5e9ca3bb7383.jpg;5;1;3;1;1;15.11.2018 20:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beddb0a3a3e4-1453;;HPoPSB0.2;;Хлебная половинка ПШЕН.МЯГ.;;;;;0.2;gb;1;0;Баядера;Водка_bel;Хлебная половинка;ПШЕН.МЯГ.;;;;;июл.90;16.00;;90d45a6f088de4c7dc1724c7c8299c81.png;1;;;image283.png;5;1;2;0;1;15.11.2018 20:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beddb2d3a221-3295;;HPoRZB0.2;;Хлебная половинка РЖАН.МЯГ.;;;;;0.2;gb;1;0;Баядера;Водка_bel;Хлебная половинка;РЖАН.МЯГ.;;;;;июл.90;16.00;;97e75f3441a47d3b6f26209ad1ac8f2e.png;1;;;image286.png;5;7;2;0;1;15.11.2018 20:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beddd65dc723-4776;;MddGSB0.7;;"Водки ТМ ""Медовуха"" Гречишная с ар. меда";;;;;0.7;gb;1;0;ТДМ;Водка_bel;"ТМ ""Медовуха""";Гречишная с ар. меда;;;;;окт.50;27.00;;0242dd2de6dc1685047b6d0213c5b544.png;1;;;e642ddf799273753aa80d97c53566e94.png;24;2;6;1;1;15.11.2018 20:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beebdf6c0374-3084;;TelmbB0.1;;Тельняшка 40% (мал бут);"Водка ""Тельняшка"" 40%";"Водка ""Тельняшка"" 40%";;;0.1;gb;1;0;АСГ;Водка_bel;Тельняшка;40% (мал бут);40% (мал бут);;;;май.50;13.окт;4,60173E+12;;1;;;17d9a34c309e5a3ecb710355c7096f90.png;289;13;259;14;1;16.11.2018 12:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beebf044c25e-1576;;Bas3zB0.25;;Бастион 3 звезды;;;;;0.25;gb;1;0;Beluga;Коньяк_bel;Бастион;3 звезды;;;;;10.00;17.00;;39ddc33190cc659ceb0a5940f0842539.jpg;1;;;бастион.jpg;5;4;4;0;1;16.11.2018 12:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beebfa8ea7d1-3570;;BasBaB0.1;;Бастион 3 звезды 0.25;;;;;0.1;gb;1;0;Beluga;Коньяк_bel;Бастион;3 звезды 0.25;;;;;5.00;13.00;;;1;;;97bfe86492c852daa06d42ab17f0f731.png;11;0;0;0;1;16.11.2018 13:01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec00aed027-3584;;ZRe5*B1.0;;Золотой резерв 5;Коньяк Золотой Резерв 5;Коньяк Золотой Резерв 5;;;1.0;gb;0;0;Beluga;Коньяк_bel;Золотой резерв;5*;;;;;сен.50;28.00;;;1;;;image341.png;14;64;10;41;1;16.11.2018 13:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec0565b3e9-9958;;HanPRB0.7;5b923ffadaba6-6432;Ханская Водка Премиум;;;;;0.7;gb;1;0;Татспиртпром ГК;Водка_bel;Ханская;Премиум;;;;;авг.50;25.00;;;1;;;e162bbb8a45e3625036808569e86365e.png;5;0;0;0;1;16.11.2018 13:04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec15d4e97b-2109;;BrSBrB0.7;;Бирюса__;;;;;0.7;gb;1;0;ООО Красноярский Водочный Завод;Водка_bel;Бирюса;__;;;;;авг.50;28.00;;;1;;;9e85d5b819e668e49a4a9a1d70e1b76e.png;14;6;0;0;1;16.11.2018 13:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec268ef7f7-5501;;YuhWyB1.0;;YOUR CHOICE Виски WITH TASTE OF SCOTCH WHISKY 3;;;;;1.0;gb;1;0;Татспиртпром ГК;Виски_bel;Your choice;WHISKY 3;;;;;авг.60;32.00;;;1;;;4604661006768.jpg;1;0;0;0;1;16.11.2018 13:13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec33076132-5246;;GLeRkB0.25;;Граф Ледофф Водка Арктик;;;;;0.25;gb;1;0;Татспиртпром ГК;Водка_bel;Graf Ledoff;Арктик;;;;;апр.50;24.50;;;1;;;graf_ledoff_arctic_gb.jpg;6;1;2;1;1;16.11.2018 13:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec47d579fd-6189;;MdeOvB0.25;;Medoff Другая водка;;;;;0.25;gb;1;0;АСГ;Водка_bel;Medoff;Другая водка;;;;;май.80;20.окт;;;1;;;;4;1;0;0;1;16.11.2018 13:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec4b0a7e51-1103;;MdeOvB0.35;;Medoff Другая водка;;;;;0.35;gb;1;0;АСГ;Водка_bel;Medoff;Другая водка;;;;;июл.20;24.80;;;1;;;;2;11;2;0;1;16.11.2018 13:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec50c6ed76-1090;;MdeOvB0.5;;Medoff Другая водка;;;;;0.5;gb;1;0;АСГ;Водка_bel;Medoff;Другая водка;;;;;июл.50;27.50;;;1;;;;121;1;59;2;1;16.11.2018 13:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec5657f8fd-8222;;MdeOvB0.7;;Medoff Другая водка;;;;;0.7;gb;1;0;АСГ;Водка_bel;Medoff;Другая водка;;;;;авг.50;28.50;;;1;;;;16;4;16;4;1;16.11.2018 13:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beec5f6a4929-4936;;MdeOvB1.0;;Medoff Другая водка;;;;;1.0;gb;1;0;АСГ;Водка_bel;Medoff;Другая водка;;;;;сен.50;34.20;;;1;;;;1;1;1;0;1;16.11.2018 13:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beecc909988e-7509;;ShrWhB0.5;;Shark Tooth Gold;;;;;0.5;gb;1;0;Ладога;Ром_bel;Shark Tooth;White;;;;;7.00;26.00;;;1;;;5.png;24;18;4;0;1;16.11.2018 13:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5beed2ed949d0-6506;;OthTeV0.5;;Other Текила;;;;;0.5;vap;1;0;Other alcoholic drinks;Джины и др._bel;Other alcoholic drink;Текила;;;;;8.00;26.00;;;1;;;;174;2;59;2;1;16.11.2018 14:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf276f1875cc-3583;;MraNwB0.75;9B40626C-4666-4DF6-9C81-7A70D69B7F1D;Martini Asti new;;;;;0.75;gb;1;0;Bacardi RUS;Вино игристое_bel;Martini;new ;;;;;9.00;30.00;;;1;;;aab6988bd747fd6eafabec04672708ed.png;468;111;23;0;1;19.11.2018 8:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf27e42bd9e0-3522;;RBaNeB0.7;57394DBD-EF18-401B-96E6-20298AA6D2F9;Ron Barcelo Anejo new;;;;;0.7;gb;0;0;Beluga;Ром_bel;Ron Barcelo;new;;;;;9.00;24.50;;;1;;;fcc25038bd6d7d316cd19c90dab1b6a0.png;123;1;0;0;1;19.11.2018 9:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf2875349235-4498;;DewneC0.7;;Dewar`s White Label + 1glass new;;;;;0.7;cardboard_box;1;0;Bacardi RUS;Виски_bel;Dewar`s;new;;;;;22.00;30.00;;;2;;;59eab0a4e38becc98c73c218825d0631.png;166;2;10;2;1;19.11.2018 9:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf297cd49b8d-3699;;CMoOgB1.5;;Captain Morgan Original Spiced Gold;;;;;01.май;gb;1;0;Mey & Diageo;Ром_bel;Captain Morgan;Original Spiced Gold 1.5л;;;;;сен.50;31.50;;;1;;;db1427e9f35b9c4aa4b1fa86e4b67eb4.png;156;1;14;1;1;19.11.2018 11:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d72e0415-3646;;PerBSB0.5;;"ТМ ""Первак"" На березовом соку";;;;;0.5;gb;1;0;ТДМ;Водка_bel;"ТМ ""Первак""";На березовом соку;;;;;июл.30;23.50;105600500;e39bdc40c858de0486897081e018ff81.png;1;;;090fbc7a634ca0d40a59de51020ae6a3.png;121;4;37;4;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d72efe93-7266;;zvkZvB0.25;;"ТМ ""Звезда командора"" трехлетний ""Звезда командора"" 0.25";;;;;0.25;gb;1;0;ТДМ;Коньяк_bel;"ТМ ""Звезда командора""";"трехлетний ""Звезда командора"" 0.25";;;;;авг.80;19.30;4,60175E+12;4601754004441.jpg;1;;;4601754004441.jpg;2;0;0;0;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d730b536-5012;;zvkZZB0.5;;"ТМ ""Звезда командора"" трехлетний ""Звезда командора""";;;;;0.5;gb;1;0;ТДМ;Коньяк_bel;"ТМ ""Звезда командора""";"трехлетний ""Звезда командора""";;;;;июл.70;25.00;4,60175E+12;4601754004434.jpg;1;;;4601754004434.jpg;2;1;0;0;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d731931b-1096;;zvkZpB0.25;;"ТМ ""Звезда командора"" пятилетний ""Звезда командора"" 0.25";;;;;0.25;gb;1;0;ТДМ;Коньяк_bel;"ТМ ""Звезда командора""";"пятилетний ""Звезда командора"" 0.25";;;;;авг.80;19.30;4,60175E+12;4601754004465.jpg;1;;;4601754004465.jpg;2;1;0;0;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d73278b8-4819;;zvkZkB0.5;;"ТМ ""Звезда командора"" пятилетний ""Звезда командора""";;;;;0.5;gb;1;0;ТДМ;Коньяк_bel;"ТМ ""Звезда командора""";"пятилетний ""Звезда командора""";;;;;июл.70;25.00;4,60175E+12;4601754004458.jpg;1;;;4601754004458.jpg;0;0;0;0;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d7336d32-6407;;KinKsB0.5;;КиНовский 3*;;;;;0.5;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;КиНовский;3*;;;;;08.дек;27.окт;4,60059E+12;0a3eabbc3fb8ee1e40b86304645a84ae.jpg;1;;;73bb9657af8cc46f6a96e25a3f4a411b.png;229;29;229;19;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d7347bbf-7006;;KinKsB0.35;;КиНовский 3*;;;;;0.35;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;КиНовский;3*;;;;;июл.45;23.40;4,60059E+12;1725b376da46d2a7b526c3277cea81a9.jpg;1;;;73bb9657af8cc46f6a96e25a3f4a411b.png;116;6;116;5;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d73570dc-7794;;KinKLB0.25;;КиНовский 3*0,25;;;;;0.25;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;КиНовский;3*0,25;;;;;авг.55;19.80;4,60059E+12;4600587015648.jpg;1;;;07fcd63c86fd019ff2b1e0caaa52f4f1.jpg;462;22;235;25;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d7367465-7831;;KinKnB0.1;;КиНовский 3*0,1;КиНовский 3*0,1;;;;0.1;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;КиНовский;3*0,1;3*0,1;;;;апр.25;14.90;4,60059E+12;4600587015631.jpg;1;;;1a61b4cafa5af4a2fc538cb44eeda677.jpg;125;11;108;16;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d737c542-1187;2,32225E+14;KinKzB0.5;;КиНовский 5*;;;;;0.5;gb;1;1;Alvisa Alcohol Group;Коньяк_bel;КиНовский;5*;;;;;08.дек;27.окт;4,60059E+12;38cee01fa438d4efbdbf7501cb439791.jpg;1;;;3aef9b808b7adb41b4438f4d67949412.jpg;221;35;221;28;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d73b1dc3-1445;2,32225E+14;KinKiB0.25;;КиНовский 5*0,25;;;;;0.25;gb;1;1;Alvisa Alcohol Group;Коньяк_bel;КиНовский;5*0,25;;;;;авг.55;19.80;4,60059E+12;4600587019752.jpg;1;;;ddba295565a80ce4f341295f47eacd09.jpg;319;17;194;12;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d73c0b77-5264;;KinKVB0.1;;КиНовский 5*0,1;КиНовский 5*0,1;;;;0.1;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;КиНовский;5*0,1;5*0,1;;;;апр.25;14.90;4,60059E+12;4600587019738.jpg;1;;;18b7601eb53ebd51b2e902ec2a9bf3dc.jpg;90;2;81;1;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d73d08b6-6802;;KinKKB0.5;;КиНовский 7*;;;;;0.5;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;КиНовский;7*;;;;;08.дек;27.окт;4,60059E+12;4e8e8c972c23e1092d79f7f7a213105e.png;1;;;398dc704e64d0d6d8f5953a2e64e813c.png;196;7;146;4;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d73ef613-2421;;KinKKC0.7;;КиНовский 7*;;;;;0.7;cardboard_box;1;0;Alvisa Alcohol Group;Коньяк_bel;КиНовский;7*;;;;;авг.30;32.00;4,60059E+12;4600587018823.jpg;1;;;9eff1dcf9cb80fb51a48f8c8be899d0c.jpg;1;0;1;0;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d741571f-6247;;StaSeB0.25;;Старейшина 5* Ecological;;;;;0.25;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;Старейшина;5* Ecological;;;;;май.35;19.90;4,607E+12;e02b80373af43eb83ddb93ab0d13bae5.png;1;;;7a2ec276b81469008ed884e9d6b1c591.png;165;2;165;5;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d7422551-6501;;StaSeC0.5;;Старейшина 5* Ecological;;;;;0.5;cardboard_box;1;0;Alvisa Alcohol Group;Коньяк_bel;Старейшина;5* Ecological;;;;;ноя.50;24.50;4,607E+12;8fa1d0ea242309dc073b2a53015773a8.png;1;;;22b9ac6f9f2cdd4ac0448f3d70e9bcdd.png;146;10;43;3;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d743cae6-6025;;StaSBB0.5;;Старейшина 7* in Single Barrel;;;;;0.5;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;Старейшина;7* in Single Barrel;;;;;12.00;22.00;4,607E+12;17e3c87e75cffb3a2a2914a5ea10fcec.png;1;;;27eda7457b4b65cc5a7a4507b2c94ff8.png;216;6;131;6;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d7462fe3-9660;;StaSvB1.0;;Старейшина 7* Ecological;;;;;1.0;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;Старейшина;7* Ecological;;;;;13.00;29.00;4,607E+12;ca2f1b6e833f87c342beea958ae3eda4.png;1;;;929c1862cb97f93b50ff52700ff1a155.png;193;2;113;2;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d7470928-2081;;StaSvB0.5;;Старейшина 7* Ecological;;;;;0.5;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;Старейшина;7* Ecological;;;;;12.00;24.00;4,607E+12;5b3cb2ac3843942b26cac1667d527c7d.png;1;;;929c1862cb97f93b50ff52700ff1a155.png;282;23;211;5;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d748f44f-5273;;StaEcB0.5;;Старейшина 3* Ecological;;;;;0.5;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;Старейшина;3* Ecological;;;;;12.00;24.00;4,607E+12;cf04eba99557ede23462b93ef6833813.png;1;;;be0becc0f8d24700299404666e4ae35f.png;205;18;143;14;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5bf52d749d272-8479;;StaTrB0.25;;Старейшина 3* Travel;;;;;0.25;gb;1;0;Alvisa Alcohol Group;Коньяк_bel;Старейшина;3* Travel;;;;;9.00;18.50;4,607E+12;6c2bbf22a4f199b6fb846ce7101625d8.jpg;1;;;ad6167e941a3c063c44fb9ddeb42dd1d.jpg;210;47;118;44;1;21.11.2018 10:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
