user;dt;sale
640;20.06.2023;4920
640;11.07.2023;3653
640;16.07.2023;5710
640;17.07.2023;868
640;23.07.2023;4631
640;03.08.2023;2922
640;03.09.2023;5779
640;30.09.2023;2846
640;17.10.2023;1572
641;05.09.2023;1969
641;09.09.2023;3071
641;10.10.2023;998
641;26.11.2023;3846
641;25.01.2024;3133
642;27.06.2023;3138
642;28.06.2023;3517
642;29.06.2023;3727
642;30.06.2023;810
642;01.07.2023;5382
642;02.07.2023;1106
642;03.07.2023;2195
642;04.07.2023;5957
642;05.07.2023;2149
642;08.07.2023;678
642;09.07.2023;1997
642;10.07.2023;933
642;16.07.2023;2223
642;17.07.2023;4459
642;20.07.2023;4974
642;26.07.2023;3282
642;27.07.2023;2370
642;29.07.2023;3619
642;04.08.2023;4326
642;12.08.2023;1335
642;15.08.2023;4071
642;18.08.2023;1416
642;19.08.2023;4786
642;27.08.2023;3363
642;30.08.2023;4044
642;01.09.2023;3529
642;05.09.2023;2812
642;08.09.2023;4989
642;16.09.2023;5099
642;21.09.2023;3182
642;22.09.2023;2421
642;02.10.2023;979
642;04.10.2023;2675
642;11.10.2023;1271
642;14.10.2023;4798
642;23.10.2023;4502
642;24.10.2023;1400
642;28.10.2023;788
642;29.10.2023;1169
642;01.11.2023;3364
642;18.11.2023;2458
642;29.11.2023;4238
642;15.12.2023;1106
642;19.12.2023;3208
642;17.01.2024;2591
642;03.02.2024;4718
642;06.04.2024;2204
642;10.04.2024;4272
643;30.03.2024;2388
643;31.03.2024;2575
643;01.04.2024;5186
643;02.04.2024;4036
643;03.04.2024;1279
643;04.04.2024;1060
643;06.04.2024;2230
643;07.04.2024;3064
643;08.04.2024;1911
643;09.04.2024;4307
643;10.04.2024;1087
643;11.04.2024;4097
643;13.04.2024;4311
643;15.04.2024;5250
643;18.04.2024;1438
643;25.04.2024;2275
643;28.04.2024;2704
643;02.05.2024;1901
643;06.05.2024;4363
643;11.05.2024;5462
643;12.05.2024;888
643;16.05.2024;1621
643;19.05.2024;1673
643;21.05.2024;3599
643;22.05.2024;3549
643;25.05.2024;1875
643;30.05.2024;3714
643;31.05.2024;2697
643;04.06.2024;3052
643;08.06.2024;4081
643;16.06.2024;4106
643;19.06.2024;5720
643;24.06.2024;3325
643;26.06.2024;704
643;07.07.2024;4422
643;09.07.2024;1251
643;11.07.2024;4598
643;15.07.2024;4383
643;24.07.2024;737
643;30.07.2024;1357
643;08.08.2024;4694
643;10.08.2024;3779
643;01.10.2024;5237
643;14.11.2024;2879
643;09.12.2024;1076
643;03.03.2025;5390
643;04.03.2025;5883
644;18.05.2024;3769
644;21.05.2024;2735
644;23.05.2024;560
644;12.06.2024;3893
644;25.07.2024;5732
644;21.08.2024;5197
644;29.11.2024;5088
645;01.08.2023;2614
645;04.08.2023;3717
645;05.08.2023;2246
645;06.08.2023;2813
645;07.08.2023;2928
645;15.08.2023;1566
645;23.08.2023;3675
645;24.08.2023;2322
645;30.08.2023;3395
645;10.09.2023;613
645;11.09.2023;3376
645;16.09.2023;3495
645;23.09.2023;2695
645;28.09.2023;3230
645;11.10.2023;2883
645;02.11.2023;4692
645;14.11.2023;611
645;16.11.2023;2315
645;20.11.2023;2390
645;28.03.2024;4252
646;29.08.2023;5259
646;30.08.2023;1482
646;01.09.2023;2617
646;02.09.2023;2591
646;04.09.2023;2050
646;05.09.2023;3919
646;06.09.2023;590
646;08.09.2023;5625
646;10.09.2023;2657
646;11.09.2023;3491
646;13.09.2023;3220
646;14.09.2023;4665
646;16.09.2023;3340
646;17.09.2023;1102
646;18.09.2023;5698
646;20.09.2023;4853
646;26.09.2023;2084
646;27.09.2023;1023
646;28.09.2023;2083
646;08.10.2023;5033
646;11.10.2023;3020
646;12.10.2023;4089
646;16.10.2023;4915
646;17.10.2023;4125
646;20.10.2023;5076
646;22.10.2023;5348
646;24.10.2023;3755
646;27.10.2023;3496
646;03.11.2023;5930
646;10.11.2023;2760
646;13.11.2023;5839
646;18.11.2023;557
646;24.11.2023;1391
646;26.11.2023;2359
646;15.12.2023;1000
646;02.01.2024;3384
646;12.01.2024;2899
646;20.01.2024;3791
646;07.02.2024;714
646;20.03.2024;2284
646;29.05.2024;5022
647;20.09.2023;5303
647;21.09.2023;3299
647;22.09.2023;5023
647;24.09.2023;5001
647;25.09.2023;4652
647;27.09.2023;2936
647;28.09.2023;2797
647;29.09.2023;3300
647;30.09.2023;2918
647;03.10.2023;1412
647;04.10.2023;5625
647;06.10.2023;4995
647;07.10.2023;5185
647;08.10.2023;5617
647;09.10.2023;1295
647;11.10.2023;2646
647;14.10.2023;3807
647;18.10.2023;1339
647;23.10.2023;5394
647;24.10.2023;785
647;25.10.2023;5274
647;27.10.2023;1872
647;05.11.2023;4782
647;16.11.2023;782
647;24.11.2023;740
647;27.11.2023;990
647;29.11.2023;3694
647;02.12.2023;5694
647;03.12.2023;4137
647;06.12.2023;1803
647;07.12.2023;1818
647;08.12.2023;898
647;10.12.2023;4245
647;16.12.2023;556
647;23.12.2023;5722
647;27.12.2023;4945
647;03.01.2024;5473
647;05.01.2024;2630
647;08.01.2024;5096
647;15.01.2024;2579
647;17.01.2024;5983
647;19.01.2024;1784
647;09.02.2024;3237
647;11.02.2024;5144
647;23.02.2024;2798
647;01.03.2024;2617
647;18.06.2024;1321
648;11.01.2024;2542
648;25.01.2024;3434
648;02.03.2024;3522
648;15.04.2024;744
648;31.07.2024;3530
648;15.08.2024;3653
649;13.05.2024;3198
649;15.05.2024;4535
649;16.05.2024;1290
649;28.05.2024;5218
649;14.06.2024;4417
649;20.06.2024;3079
649;22.06.2024;1869
649;26.06.2024;2159
649;26.08.2024;5218
649;27.08.2024;3625
649;03.10.2024;3112
649;24.10.2024;616
649;06.11.2024;5556
650;06.10.2023;691
650;07.10.2023;5988
650;10.10.2023;1957
650;11.10.2023;3891
650;12.10.2023;2309
650;13.10.2023;5409
650;14.10.2023;5170
650;16.10.2023;5422
650;17.10.2023;4186
650;18.10.2023;5165
650;20.10.2023;5904
650;22.10.2023;2093
650;23.10.2023;4407
650;25.10.2023;1422
650;30.10.2023;2006
650;01.11.2023;2132
650;02.11.2023;2493
650;04.11.2023;3474
650;05.11.2023;4670
650;07.11.2023;5688
650;23.11.2023;5986
650;27.11.2023;3505
650;28.11.2023;2741
650;05.12.2023;4073
650;08.12.2023;530
650;11.12.2023;1461
650;13.12.2023;1317
650;14.12.2023;4158
650;20.12.2023;2727
650;04.01.2024;4503
650;07.01.2024;1675
650;14.01.2024;5272
650;19.01.2024;1440
650;27.01.2024;4012
650;09.02.2024;1809
650;15.02.2024;4745
650;05.03.2024;1165
650;16.03.2024;1325
650;31.05.2024;4854
650;08.06.2024;3149
650;16.06.2024;2749
651;01.06.2023;3955
651;04.06.2023;2947
651;05.06.2023;2414
651;06.06.2023;4876
651;07.06.2023;3711
651;08.06.2023;2421
651;10.06.2023;5918
651;12.06.2023;1482
651;13.06.2023;2257
651;14.06.2023;1809
651;18.06.2023;1674
651;19.06.2023;3560
651;23.06.2023;2421
651;25.06.2023;2002
651;28.06.2023;4571
651;04.07.2023;4879
651;09.07.2023;5362
651;11.07.2023;4267
651;15.07.2023;2302
651;18.07.2023;1583
651;20.07.2023;2714
651;22.07.2023;1590
651;27.07.2023;1429
651;31.07.2023;5447
651;07.08.2023;4564
651;10.08.2023;1631
651;16.08.2023;1898
651;22.08.2023;1586
651;03.09.2023;3802
651;12.11.2023;5425
651;16.11.2023;1280
651;17.11.2023;2338
651;11.12.2023;1263
651;12.12.2023;4938
651;02.01.2024;2226
651;29.01.2024;4279
651;24.03.2024;5096
651;06.04.2024;5111
652;27.11.2023;942
652;29.11.2023;1541
652;30.11.2023;3579
652;01.12.2023;571
652;02.12.2023;3465
652;03.12.2023;2901
652;04.12.2023;3183
652;05.12.2023;3883
652;07.12.2023;2554
652;08.12.2023;939
652;09.12.2023;4384
652;10.12.2023;5727
652;18.12.2023;4000
652;20.12.2023;2073
652;22.12.2023;1941
652;25.12.2023;2899
652;26.12.2023;5571
652;30.12.2023;3031
652;03.01.2024;1522
652;07.01.2024;5577
652;22.01.2024;1681
652;23.01.2024;2585
652;24.01.2024;3428
652;29.01.2024;2897
652;02.02.2024;5047
652;07.02.2024;4357
652;18.02.2024;2603
652;22.02.2024;4866
652;23.02.2024;3823
652;16.03.2024;5444
652;18.03.2024;3312
652;26.03.2024;3204
652;31.03.2024;3049
652;19.04.2024;5960
652;04.06.2024;2127
652;20.06.2024;4478
652;25.06.2024;3998
652;07.09.2024;2958
652;05.10.2024;1213
653;26.03.2024;5821
653;27.03.2024;4955
653;30.03.2024;5962
653;02.04.2024;3546
654;02.11.2023;1803
654;07.11.2023;5966
654;08.11.2023;1191
654;09.11.2023;3982
654;11.11.2023;3505
654;21.11.2023;4847
654;22.11.2023;2223
654;28.11.2023;3002
654;03.12.2023;1332
654;04.12.2023;5964
654;06.12.2023;1881
654;11.12.2023;4129
654;16.12.2023;2790
654;08.01.2024;5776
654;22.01.2024;3967
654;24.01.2024;4344
654;30.01.2024;2133
654;03.02.2024;4900
654;10.02.2024;3002
654;12.02.2024;4313
654;18.03.2024;958
654;26.03.2024;5106
654;29.03.2024;2402
655;01.03.2024;3705
655;02.03.2024;1576
655;03.03.2024;2892
655;04.03.2024;4820
655;05.03.2024;872
655;06.03.2024;4424
655;07.03.2024;4170
655;08.03.2024;2414
655;09.03.2024;3017
655;13.03.2024;4728
655;14.03.2024;1306
655;16.03.2024;1920
655;18.03.2024;5855
655;19.03.2024;4429
655;21.03.2024;4056
655;22.03.2024;2457
655;24.03.2024;2005
655;04.04.2024;4890
655;07.04.2024;1159
655;09.04.2024;3388
655;10.04.2024;3954
655;11.04.2024;3859
655;12.04.2024;2817
655;13.04.2024;5096
655;17.04.2024;5489
655;18.04.2024;3915
655;21.04.2024;2563
655;26.04.2024;5795
655;01.05.2024;3557
655;07.05.2024;1981
655;09.05.2024;4394
655;12.05.2024;4271
655;19.05.2024;3973
655;15.06.2024;5459
655;23.06.2024;3014
655;25.06.2024;1399
655;28.06.2024;3985
655;03.07.2024;3706
655;11.07.2024;5152
655;12.07.2024;1394
655;15.07.2024;2522
655;28.07.2024;901
655;17.09.2024;846
655;27.09.2024;3641
655;15.10.2024;4740
655;31.12.2024;5312
656;26.06.2024;2867
656;29.06.2024;5834
656;03.07.2024;942
656;11.07.2024;1911
656;23.07.2024;1538
656;15.10.2024;2694
656;17.10.2024;822
656;16.01.2025;2206
657;10.06.2023;2063
657;13.06.2023;1590
657;14.06.2023;3512
657;15.06.2023;4764
657;16.06.2023;523
657;18.06.2023;5659
657;19.06.2023;1565
657;21.06.2023;5280
657;22.06.2023;1037
657;27.06.2023;5502
657;30.06.2023;3671
657;24.07.2023;691
657;01.08.2023;1958
657;10.08.2023;2592
657;16.08.2023;3819
657;22.08.2023;2332
657;23.08.2023;723
657;25.08.2023;1317
657;12.09.2023;3189
657;16.09.2023;1189
657;22.09.2023;3825
657;01.10.2023;1224
657;11.10.2023;1401
657;13.10.2023;1965
657;23.10.2023;2190
657;19.11.2023;2281
657;29.11.2023;2768
657;31.12.2023;5458
657;30.01.2024;3212
657;19.03.2024;3480
657;25.04.2024;4741
658;03.11.2023;1889
658;04.11.2023;5216
658;05.11.2023;4391
658;06.11.2023;1475
658;07.11.2023;3940
658;09.11.2023;858
658;10.11.2023;546
658;12.11.2023;4044
658;13.11.2023;1139
658;14.11.2023;910
658;21.11.2023;1559
658;25.11.2023;2584
658;28.11.2023;5955
658;02.12.2023;5701
658;03.12.2023;1065
658;13.12.2023;2659
658;15.12.2023;1969
658;25.12.2023;1203
658;26.12.2023;4824
658;29.12.2023;2456
658;08.01.2024;703
658;16.01.2024;1103
658;23.01.2024;3462
658;26.01.2024;4710
658;30.01.2024;3803
658;08.02.2024;2545
658;10.02.2024;1350
658;12.02.2024;5965
658;17.02.2024;3389
658;19.02.2024;4758
658;02.03.2024;4189
658;03.03.2024;4932
658;13.03.2024;2417
658;26.04.2024;3428
658;05.05.2024;881
658;10.05.2024;5105
658;25.05.2024;3775
659;19.02.2023;3532
659;27.02.2023;5836
659;27.03.2023;1130
659;28.03.2023;937
659;30.03.2023;3459
660;18.07.2023;3263
660;19.07.2023;2547
660;21.07.2023;828
660;22.07.2023;4032
660;24.07.2023;1620
660;25.07.2023;4190
660;27.07.2023;1663
660;28.07.2023;5874
660;30.07.2023;3939
660;02.08.2023;3665
660;03.08.2023;3236
660;09.08.2023;4317
660;10.08.2023;2734
660;11.08.2023;4950
660;13.08.2023;4911
660;16.08.2023;1312
660;20.08.2023;5797
660;22.08.2023;5260
660;25.08.2023;5090
660;26.08.2023;5766
660;28.08.2023;4700
660;30.08.2023;5386
660;03.09.2023;4637
660;06.09.2023;1906
660;08.09.2023;636
660;12.09.2023;1628
660;20.09.2023;4016
660;21.09.2023;2227
660;25.09.2023;5319
660;06.10.2023;2755
660;07.10.2023;2752
660;05.11.2023;5693
660;06.11.2023;5034
660;22.11.2023;979
660;27.11.2023;3288
660;20.12.2023;5154
660;10.01.2024;1059
660;27.05.2024;1726
661;14.06.2024;3957
661;16.06.2024;3912
661;17.06.2024;5189
661;18.06.2024;1330
661;20.06.2024;5472
661;23.06.2024;4316
661;24.06.2024;3358
661;26.06.2024;2931
661;27.06.2024;2893
661;30.06.2024;2948
661;06.07.2024;5707
661;10.07.2024;3633
661;12.07.2024;1655
661;15.07.2024;5472
661;16.07.2024;3691
661;17.07.2024;3273
661;23.07.2024;4226
661;09.08.2024;5486
661;13.08.2024;1638
661;16.08.2024;4601
661;22.08.2024;3133
661;24.08.2024;5729
661;30.08.2024;1661
661;21.09.2024;4073
661;23.09.2024;3320
661;04.01.2025;5469
661;07.01.2025;1628
661;29.01.2025;4558
661;28.03.2025;5141
661;30.03.2025;2738
661;02.04.2025;1902
661;21.04.2025;5022
662;01.10.2023;523
662;02.10.2023;5150
662;03.10.2023;5051
662;04.10.2023;4464
662;05.10.2023;3522
662;08.10.2023;3795
662;09.10.2023;1970
662;10.10.2023;3371
662;11.10.2023;705
662;13.10.2023;5864
662;14.10.2023;2766
662;18.10.2023;3009
662;20.10.2023;928
662;27.10.2023;518
662;29.10.2023;5442
662;31.10.2023;4759
662;04.11.2023;2047
662;09.11.2023;4339
662;11.11.2023;4120
662;13.11.2023;4495
662;16.11.2023;1057
662;23.11.2023;2618
662;24.11.2023;1025
662;27.11.2023;1743
662;28.11.2023;2945
662;04.12.2023;1553
662;06.12.2023;1644
662;09.12.2023;3306
662;10.12.2023;3486
662;22.12.2023;2831
662;23.12.2023;1145
662;06.01.2024;2838
662;07.01.2024;5047
662;17.01.2024;2025
662;18.01.2024;4194
662;24.01.2024;2282
662;30.01.2024;5718
662;31.01.2024;5988
662;14.02.2024;5496
662;28.02.2024;800
662;02.03.2024;3253
662;07.03.2024;4168
662;09.04.2024;3449
662;18.08.2024;4706
663;24.09.2023;2802
663;25.09.2023;1433
663;26.09.2023;1156
663;27.09.2023;2613
663;28.09.2023;5468
663;29.09.2023;5959
663;30.09.2023;3454
663;02.10.2023;1410
663;03.10.2023;4179
663;04.10.2023;657
663;05.10.2023;2788
663;06.10.2023;3266
663;07.10.2023;5965
663;08.10.2023;2502
663;09.10.2023;1395
663;10.10.2023;1166
663;11.10.2023;4339
663;18.10.2023;4323
663;20.10.2023;1038
663;22.10.2023;2927
663;24.10.2023;702
663;27.10.2023;5706
663;31.10.2023;2748
663;03.11.2023;2442
663;05.11.2023;2461
663;06.11.2023;5784
663;08.11.2023;5805
663;12.11.2023;5754
663;13.11.2023;4561
663;16.11.2023;2098
663;17.11.2023;3252
663;18.11.2023;5085
663;19.11.2023;4561
663;21.11.2023;4179
663;25.11.2023;3092
663;26.11.2023;936
663;28.11.2023;5458
663;02.12.2023;1053
663;13.12.2023;2974
663;14.12.2023;3101
663;15.12.2023;590
663;18.12.2023;504
663;23.12.2023;3930
663;28.12.2023;1396
663;10.01.2024;1861
663;20.01.2024;1707
663;05.02.2024;2157
663;09.03.2024;4080
663;26.04.2024;1076
663;22.06.2024;3945
664;05.03.2024;5106
664;06.03.2024;1836
664;07.03.2024;2922
664;08.03.2024;5269
664;09.03.2024;4982
664;10.03.2024;528
664;11.03.2024;2400
664;12.03.2024;5610
664;13.03.2024;3626
664;16.03.2024;4426
664;17.03.2024;5819
664;18.03.2024;1317
664;19.03.2024;4657
664;22.03.2024;4261
664;27.03.2024;3902
664;29.03.2024;5165
664;01.04.2024;3098
664;09.04.2024;5556
664;12.04.2024;5547
664;15.04.2024;1617
664;17.04.2024;1432
664;19.04.2024;3690
664;22.04.2024;1497
664;29.04.2024;1597
664;02.05.2024;2423
664;12.05.2024;967
664;16.05.2024;2006
664;17.05.2024;5649
664;18.05.2024;5341
664;19.05.2024;5059
664;23.05.2024;5180
664;06.06.2024;3624
664;08.06.2024;1289
664;12.06.2024;5751
664;14.06.2024;5120
664;21.06.2024;3752
664;23.06.2024;1380
664;16.07.2024;3746
664;20.07.2024;3677
664;24.07.2024;1677
664;31.08.2024;1068
664;08.09.2024;4874
664;04.10.2024;3252
665;11.03.2024;3944
665;21.03.2024;2463
665;22.03.2024;1890
665;15.04.2024;633
665;17.06.2024;4387
665;10.07.2024;4879
665;08.08.2024;1339
666;22.11.2023;3396
666;27.11.2023;2980
666;16.12.2023;905
666;30.12.2023;4415
666;02.01.2024;4073
666;20.01.2024;710
666;12.02.2024;4578
666;22.03.2024;5366
666;13.06.2024;2067
666;22.06.2024;2684
667;28.05.2023;1667
667;07.06.2023;2194
667;08.06.2023;4315
667;10.06.2023;5942
667;14.06.2023;2614
667;21.06.2023;2005
667;30.06.2023;4761
668;11.06.2024;5097
668;12.06.2024;521
668;13.06.2024;3168
668;14.06.2024;1058
668;15.06.2024;5196
668;16.06.2024;2060
668;17.06.2024;2575
668;18.06.2024;828
668;19.06.2024;2924
668;20.06.2024;4746
668;21.06.2024;1049
668;22.06.2024;2453
668;23.06.2024;1833
668;24.06.2024;754
668;01.07.2024;1786
668;02.07.2024;1075
668;04.07.2024;1256
668;07.07.2024;2150
668;08.07.2024;3290
668;12.07.2024;5985
668;15.07.2024;5853
668;18.07.2024;4047
668;21.07.2024;3680
668;24.07.2024;4158
668;02.08.2024;5947
668;03.08.2024;2826
668;10.08.2024;2995
668;17.08.2024;1240
668;22.08.2024;3459
668;28.08.2024;2184
668;31.08.2024;5580
668;04.09.2024;5516
668;15.09.2024;5947
668;20.09.2024;1132
668;22.09.2024;3187
668;25.09.2024;2926
668;16.10.2024;5698
668;17.10.2024;5047
668;18.10.2024;2786
668;28.10.2024;2317
668;04.11.2024;4630
668;08.11.2024;5212
668;20.11.2024;1575
668;30.11.2024;2372
668;11.01.2025;3839
668;25.01.2025;2587
668;02.03.2025;2242
668;07.03.2025;2249
668;10.04.2025;5930
669;26.10.2023;2787
669;12.11.2023;3898
669;15.11.2023;4534
669;28.11.2023;5338
669;21.12.2023;537
669;06.01.2024;1124
669;03.02.2024;2095
669;21.02.2024;1754
669;05.03.2024;689
669;26.06.2024;5511
670;22.02.2023;1152
670;04.03.2023;649
670;13.03.2023;1217
670;24.03.2023;3146
670;26.03.2023;882
670;29.03.2023;1465
670;06.04.2023;3348
670;03.05.2023;5425
670;27.05.2023;1146
671;14.05.2023;5533
671;16.05.2023;5938
671;17.05.2023;2429
671;19.05.2023;5158
671;20.05.2023;5342
671;22.05.2023;5798
671;23.05.2023;904
671;26.05.2023;3374
671;10.06.2023;5213
671;18.06.2023;2301
671;19.06.2023;641
671;22.06.2023;5445
671;23.06.2023;1492
671;06.07.2023;4919
671;07.07.2023;2915
671;09.07.2023;3027
671;12.07.2023;1588
671;15.07.2023;1345
671;22.07.2023;4465
671;24.07.2023;5180
671;25.07.2023;2194
671;02.08.2023;4230
671;06.08.2023;2831
671;13.08.2023;4202
671;14.09.2023;5435
671;21.09.2023;3654
671;20.10.2023;3500
672;21.07.2023;4882
672;22.07.2023;4814
672;23.07.2023;3257
672;24.07.2023;5658
672;25.07.2023;1168
672;26.07.2023;941
672;27.07.2023;5926
672;28.07.2023;5461
672;29.07.2023;4525
672;30.07.2023;5375
672;31.07.2023;1251
672;01.08.2023;1408
672;03.08.2023;1181
672;06.08.2023;5040
672;07.08.2023;5856
672;09.08.2023;2449
672;12.08.2023;1500
672;14.08.2023;3435
672;19.08.2023;2319
672;21.08.2023;4173
672;23.08.2023;2801
672;30.08.2023;3971
672;01.09.2023;5687
672;06.09.2023;1973
672;09.09.2023;719
672;17.09.2023;4612
672;20.09.2023;5828
672;23.09.2023;3411
672;01.10.2023;1461
672;12.10.2023;1603
672;16.10.2023;5963
672;05.11.2023;2770
672;10.11.2023;3401
672;20.11.2023;4946
672;11.12.2023;706
672;25.12.2023;3712
672;09.01.2024;2224
672;21.01.2024;1282
672;04.02.2024;5595
672;19.02.2024;5897
672;20.02.2024;1047
672;19.03.2024;4975
672;29.04.2024;3026
673;25.08.2023;819
673;28.08.2023;660
673;01.09.2023;5276
673;02.09.2023;2182
673;09.09.2023;2949
673;18.09.2023;722
673;24.09.2023;4334
673;12.10.2023;2845
673;18.10.2023;1742
673;03.11.2023;3764
673;06.11.2023;1224
673;14.11.2023;3695
673;22.11.2023;2337
673;10.12.2023;1534
673;12.12.2023;803
673;13.12.2023;3351
673;26.12.2023;3905
673;19.01.2024;1121
673;25.02.2024;5432
673;23.06.2024;2219
674;13.06.2024;951
674;14.06.2024;1660
674;16.06.2024;2404
674;17.06.2024;5192
674;18.06.2024;4638
674;19.06.2024;4548
674;20.06.2024;1442
674;21.06.2024;1731
674;22.06.2024;5867
674;23.06.2024;4732
674;29.06.2024;5327
674;02.07.2024;3281
674;03.07.2024;2289
674;06.07.2024;649
674;07.07.2024;509
674;08.07.2024;1078
674;15.07.2024;5478
674;17.07.2024;957
674;18.07.2024;1218
674;21.07.2024;2766
674;23.07.2024;2780
674;24.07.2024;4129
674;25.07.2024;5972
674;29.07.2024;3433
674;01.08.2024;1797
674;07.08.2024;3557
674;08.08.2024;4939
674;18.08.2024;852
674;23.08.2024;2458
674;01.09.2024;3055
674;02.09.2024;5023
674;22.09.2024;5851
674;30.09.2024;2136
674;05.10.2024;1871
674;14.10.2024;1839
674;15.10.2024;3434
674;21.10.2024;5440
674;15.11.2024;5992
674;21.11.2024;2075
674;29.11.2024;2461
674;26.12.2024;4609
674;12.01.2025;1524
674;13.01.2025;2424
674;27.01.2025;3598
674;25.02.2025;5160
674;21.03.2025;5505
674;30.03.2025;4532
674;08.06.2025;5667
675;17.02.2024;4880
675;20.02.2024;3239
675;22.02.2024;628
675;27.03.2024;726
675;02.04.2024;3802
675;03.04.2024;1701
675;18.04.2024;3776
675;21.04.2024;2858
675;26.04.2024;4877
675;04.06.2024;1378
675;12.06.2024;3088
676;15.03.2024;1001
676;08.05.2024;5293
677;11.03.2023;2708
677;13.03.2023;4043
677;14.03.2023;5295
677;15.03.2023;2479
677;16.03.2023;4503
677;17.03.2023;3575
677;18.03.2023;3410
677;19.03.2023;3442
677;20.03.2023;4958
677;22.03.2023;4852
677;23.03.2023;4572
677;24.03.2023;5152
677;25.03.2023;3610
677;26.03.2023;5608
677;30.03.2023;3948
677;31.03.2023;1008
677;01.04.2023;3905
677;02.04.2023;606
677;04.04.2023;1727
677;05.04.2023;870
677;16.04.2023;3431
677;20.04.2023;4317
677;24.04.2023;4601
677;11.05.2023;1964
677;15.05.2023;3000
677;16.05.2023;3320
677;17.05.2023;4707
677;18.05.2023;5470
677;03.06.2023;1170
677;08.06.2023;1092
677;13.06.2023;1028
677;17.06.2023;1020
677;21.06.2023;5880
677;30.06.2023;2299
677;09.07.2023;4112
677;18.07.2023;4699
677;04.08.2023;2911
677;13.08.2023;4616
677;31.08.2023;2897
677;07.09.2023;669
677;16.09.2023;1028
677;28.09.2023;530
677;25.10.2023;5486
677;07.12.2023;2481
678;02.03.2023;4481
678;05.03.2023;5501
678;08.03.2023;3433
678;16.03.2023;3090
678;17.03.2023;3507
678;25.04.2023;2733
678;14.05.2023;1389
678;27.06.2023;1140
678;29.07.2023;5553
679;05.04.2024;5703
679;06.04.2024;2563
679;08.04.2024;3050
679;10.04.2024;2790
679;13.04.2024;1399
679;15.04.2024;4475
679;17.04.2024;4888
679;18.04.2024;2719
679;23.04.2024;1542
679;05.05.2024;4234
679;01.06.2024;5844
679;15.06.2024;4842
679;30.06.2024;3714
679;12.07.2024;3350
679;15.07.2024;1142
679;24.07.2024;4524
679;16.09.2024;2132
680;22.09.2023;2055
680;23.09.2023;5530
680;24.09.2023;4899
680;27.09.2023;4729
680;28.09.2023;2587
680;29.09.2023;4963
680;30.09.2023;3816
680;05.10.2023;1249
680;08.10.2023;3307
680;12.10.2023;4404
680;17.10.2023;1725
680;18.10.2023;1473
680;20.10.2023;1579
680;21.10.2023;4743
680;23.10.2023;895
680;25.10.2023;5382
680;30.10.2023;5517
680;03.11.2023;3331
680;07.11.2023;683
680;08.11.2023;3822
680;09.11.2023;2487
680;11.11.2023;2907
680;13.11.2023;1160
680;14.11.2023;907
680;25.11.2023;3897
680;29.11.2023;1359
680;09.12.2023;1663
680;16.12.2023;4783
680;18.12.2023;3264
680;27.12.2023;1000
680;29.12.2023;3350
680;02.01.2024;4101
680;04.01.2024;1360
680;07.02.2024;509
680;12.02.2024;4987
680;20.02.2024;2353
680;13.03.2024;4579
680;18.05.2024;5928
681;30.03.2024;1823
681;01.04.2024;1690
681;02.04.2024;4691
681;03.04.2024;2989
681;04.04.2024;1859
681;05.04.2024;4549
681;06.04.2024;1455
681;07.04.2024;1359
681;08.04.2024;2859
681;09.04.2024;2280
681;11.04.2024;2952
681;12.04.2024;5357
681;13.04.2024;1014
681;14.04.2024;2397
681;21.04.2024;1215
681;23.04.2024;567
681;25.04.2024;5770
681;30.04.2024;1005
681;14.05.2024;4398
681;15.05.2024;2296
681;18.05.2024;4076
681;22.05.2024;1632
681;23.05.2024;1190
681;26.05.2024;1810
681;27.05.2024;5772
681;28.05.2024;5775
681;29.05.2024;651
681;30.05.2024;1653
681;02.06.2024;1213
681;05.06.2024;4279
681;12.06.2024;1302
681;14.06.2024;5678
681;17.06.2024;4879
681;23.06.2024;4137
681;27.06.2024;4781
681;29.06.2024;2540
681;14.07.2024;4531
681;19.07.2024;3273
681;25.07.2024;5109
681;14.08.2024;1307
681;15.08.2024;5436
681;23.11.2024;651
681;02.12.2024;1823
681;03.12.2024;1811
681;28.01.2025;3595
682;06.03.2024;2813
682;07.03.2024;3569
682;08.03.2024;962
682;10.03.2024;911
682;11.03.2024;3849
682;18.03.2024;4672
682;22.03.2024;934
682;30.03.2024;5882
682;12.04.2024;5764
682;20.04.2024;4025
682;27.04.2024;5385
682;03.05.2024;4139
682;09.05.2024;1608
682;11.05.2024;5918
682;14.06.2024;2574
682;28.06.2024;2610
682;30.06.2024;1054
682;21.07.2024;1415
683;28.05.2024;642
683;30.05.2024;3805
683;01.06.2024;5584
683;02.06.2024;740
683;05.06.2024;5645
683;18.06.2024;4322
683;04.07.2024;2194
683;22.07.2024;3050
683;25.07.2024;810
683;28.07.2024;4410
683;03.08.2024;5852
683;13.08.2024;823
683;16.08.2024;2076
683;17.08.2024;1749
683;21.08.2024;2041
683;29.08.2024;3050
683;25.01.2025;2597
684;02.07.2023;4189
684;03.07.2023;5092
684;04.07.2023;961
684;05.07.2023;3416
684;06.07.2023;1441
684;07.07.2023;4097
684;08.07.2023;872
684;09.07.2023;2509
684;11.07.2023;4872
684;15.07.2023;3494
684;16.07.2023;2350
684;18.07.2023;5224
684;21.07.2023;1798
684;25.07.2023;1599
684;29.07.2023;5978
684;01.08.2023;4465
684;02.08.2023;1341
684;03.08.2023;3433
684;04.08.2023;1991
684;05.08.2023;4096
684;06.08.2023;945
